S.No.,Name,Time
1,Jenny,0.6785640716552734
2,Jenny,0.7242934703826904
3,Jenny,0.8172297477722168
4,Jenny,0.9407997131347656
5,Jenny,1.2625482082366943
6,Jenny,1.479222297668457
7,Jenny,1.542999505996704
8,Jenny,3.0913989543914795
9,Jenny,7.915432929992676
10,Jenny,8.025942087173462
11,Jenny,8.260615587234497
12,Jenny,8.741206884384155
13,Jenny,11.833953380584717
14,Jenny,12.830348491668701
15,Jenny,12.95467472076416
